公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1528,恩德,-,35.64,236571,-20.49,403618,320896,-22.72,4165719,3218917
1529,樂士,去年度12月太陽能工程營收較多所致,15.38,14239,-91.59,195437,16429,-23.27,793672,608959
1530,亞崴,-,7.08,285184,7.63,283724,305397,-9.49,3417949,3093516
1531,高林股,-,6.57,165833,-20.58,222534,176732,-25.81,2170104,1609928
1532,勤美,12月份兩期變動達71.80%，主係本月認列完工交屋之營建收入較去年同期增加所致,62.79,1303517,71.8,1235183,2122105,-3.89,13714807,13181175
1535,中宇,-,-0.0,846632,-8.46,924870,846577,-5.14,9315910,8836360
1537,廣隆,-,14.91,590004,-1.08,685401,677979,-10.31,7933589,7115421
1538,正峰,-,-11.1,28526,-27.35,34906,25358,-22.63,355814,275292
1539,巨庭,-,10.15,214757,34.52,175847,236566,4.44,2195824,2293535
1540,喬福,國際景氣不佳,88.34,28090,4.05,50844,52907,-53.6,670596,311105
1541,錩泰,疫情效應，美國人待在家中時間增加，導致需求增加。,10.45,496968,111.93,258998,548903,25.52,4200061,5271945
1558,伸興,-,-19.13,692204,20.09,466060,559730,17.34,5935948,6965819
1560,中砂,-,7.33,437013,20.17,390317,469077,5.71,4875365,5154115
1583,程泰,-,8.69,475291,5.97,487472,516599,-15.01,6124719,5204967
1597,直得,-,15.74,113647,31.64,99918,131541,6.27,1300351,1381885
2049,上銀,主係美中貿易戰及新冠肺炎影響趨緩，市場需求逐漸恢復正常所致。,3.88,2044943,59.92,1328411,2124419,5.2,20209798,21262184
2371,大同,-,-3.63,2624403,-34.32,3850980,2529089,-10.71,35423015,31628784
3167,大量,市場設備需求逐漸復甦所致,15.59,279685,36.39,237042,323309,24.96,1942693,2427609
4526,東台,-,19.37,716365,-22.51,1103593,855144,-29.19,10996841,7786776
4532,瑞智,-,18.39,1670128,2.39,1931176,1977380,-4.22,20165637,19312714
4540,全球傳動,"市場需求提升及公司積極拓展業務,致營收較去年同期成長68.18%",19.89,225096,68.18,160464,269869,29.99,2107866,2740221
4555,氣立,-,2.53,132904,14.41,119109,136274,15.67,1362041,1575507
4562,穎漢,-,1.51,58820,-27.52,82392,59710,-33.5,991342,659181
4564,元翎,-,18.23,171828,41.7,143367,203153,-23.37,2691153,2062150
4566,時碩工業,-,-11.26,346874,11.82,275260,307810,-8.12,3825970,3515226
4572,駐龍,"因受新冠肺炎疫情影響,致營收減少",-9.85,20109,-67.21,55294,18127,-57.03,814961,350169
4576,大銀微系統,-,5.88,220950,31.78,177538,233960,20.11,2041358,2452079
8222,寶一,因疫情影響,-41.7,22476,-77.95,59428,13103,-48.5,771103,397072
8374,羅昇,-,5.61,265918,7.02,262409,280843,-5.53,2915755,2754448
8996,高力,本月營收較去年同期增加57.7%，主要係熱能產品營收較去年同期成長76.1%所致,49.33,172934,57.73,163724,258254,-0.22,2082026,2077347
1603,華電,-,-5.24,205699,-24.1,256791,194902,-17.31,2714264,2244267
1604,聲寶,-,16.72,529607,7.78,573509,618176,7.83,7116009,7673564
1605,華新,-,24.26,9517377,1.12,11694930,11826620,-16.52,134835100,112552104
1608,華榮,-,6.71,618687,-17.08,796311,660258,-5.01,7832617,7440063
1609,大亞,-,11.05,1850911,23.22,1668164,2055603,0.35,18241747,18306415
1611,中電,-,7.83,160599,-18.01,211223,173175,-12.16,2361036,2073711
1612,宏泰,-,-9.0,409699,19.94,310824,372804,30.32,3504313,4567162
1614,三洋電,-,18.14,332440,2.17,384403,392759,5.56,5174025,5461935
1615,大山,-,39.73,255806,-17.46,433065,357448,0.59,3147293,3165970
1616,億泰,-,17.44,244007,-16.09,341576,286586,-14.75,3147332,2682874
1617,榮星,-,16.53,287963,24.85,268772,335579,2.59,2908996,2984599
1618,合機,-,-40.44,248374,-35.91,230843,147928,2.36,2757736,2822947
4930,燦星網,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收分別扣除110,186仟元及1,696,772仟元。",-13.44,1012375,26.78,691157,876251,1.29,9378678,9499950
5283,禾聯碩,-,11.75,388402,0.27,432881,434051,4.25,5786439,6032747
1708,東鹼,-,17.77,287501,-11.37,382045,338602,-7.05,4341334,4035206
1709,和益,-,-6.85,710664,-19.9,826445,661970,-3.65,8797298,8475505
1710,東聯,主要係揚州子公司2019年12月停車檢修，致12月該子公司主要產品乙二醇銷量較去年同期增加84%,-7.26,1834052,52.47,1115485,1700879,-16.01,22341227,18763159
1711,永光,-,19.6,659991,2.06,773369,789367,-16.74,9332076,7769066
1712,興農,-,2.73,1310838,-5.83,1430201,1346687,2.35,17081389,17484401
1713,國化,-,39.68,39774,17.3,47363,55557,-19.81,593203,475644
1714,和桐,-,-1.19,1938587,10.04,1740654,1915455,-4.83,27209024,25892577
1717,長興,-,-0.06,4096702,18.08,3467062,4094184,-4.93,40363238,38370366
1718,中纖,"備註	本月份自結異業別合併營收資訊,未經會計師簽證或核閱",3.68,2306567,-2.74,2459152,2391658,-12.9,35556530,30969737
1721,三晃,-,-14.88,236914,-22.91,261593,201656,-15.14,3243969,2752601
1722,台肥,-,-2.43,711162,-26.42,943061,693838,-21.4,12941423,10170690
1723,中碳,-,1.46,496347,-1.87,513243,503615,-28.88,7541881,5363397
1724,台硝,-,-9.47,158180,-10.99,160891,143197,-8.14,1901165,1746339
1725,元禎,-,15.19,730635,20.5,698491,841682,-17.63,8586545,7072519
1726,永記,-,11.91,708516,4.63,757839,792970,0.61,7940129,7988924
1727,中華化,-,-5.07,152575,-22.05,185809,144827,-21.78,2315480,1811137
1730,花仙子,-,-31.43,341302,14.92,203619,234003,-9.81,3391602,3058759
1732,毛寶,-,41.98,44148,18.01,53114,62685,4.51,597279,624263
1735,日勝化,-,14.87,232296,-2.68,274209,266860,-25.54,3174990,2363896
1773,勝一,-,4.2,698477,5.61,689150,727875,3.59,7508185,7778275
1776,展宇,-,4.71,143788,11.55,134975,150568,-14.45,1614375,1380972
3708,上緯投控,"1客戶訂單增加使營收成長；2申報數已排除停業單位，108/12及108/12累計合併營收(含停業單位)為596,262千元及6,343,468千元。",-27.65,1303972,58.22,596262,943406,60.53,6153144,9877879
4720,德淵,-,8.59,306461,12.33,296278,332814,-2.17,3232843,3162668
4722,國精化,-,18.22,349799,28.0,323091,413563,-10.88,4290355,3823208
4739,康普,-,15.16,415072,-5.59,506367,478022,-17.02,6369520,5285365
4755,三福化,-,-1.19,322963,2.31,311866,319088,-2.98,3936381,3818716
4764,雙鍵,-,9.76,281489,1.96,303045,308985,-24.7,3496960,2632875
4766,南寶,-,0.31,1510227,4.53,1449276,1515022,-9.12,17113546,15551345
1598,岱宇,各品牌產品與電商通路銷售持續暢旺,16.69,1719006,241.87,586757,2005978,124.34,5841655,13105562
1701,中化,-,0.69,731270,9.42,672901,736343,2.37,7957816,8146491
1707,葡萄王,-,8.65,963181,5.65,990584,1046553,-0.76,9239070,9168195
1720,生達,-,21.12,340793,24.22,332276,412784,9.52,3936729,4311623
1731,美吾華,本公司聚焦高利潤之自有品牌產品業務拓展，營收及毛利率持續成長，惟109年起淡出低利潤之物流配送業務，累計營收仍受影響。,-0.0,91285,9.19,83591,91277,-3.22,1100863,1065325
1733,五鼎,-,5.18,142900,-22.97,195138,150304,-8.8,2198862,2005337
1734,杏輝,-,-6.28,185698,-30.47,250306,174029,-0.17,2393577,2389431
1736,喬山,-,32.11,2979988,13.12,3480203,3936987,11.44,25372561,28275996
1760,寶齡富錦,-,-19.55,213950,6.61,161432,172114,-0.33,1573944,1568637
1762,中化生,-,-14.49,171870,38.98,105740,146960,33.45,1156640,1543590
1783,和康生,本月營收較去年同期增加，主要係因出貨量增加所致,61.24,39604,66.83,38276,63858,1.21,452199,457691
1786,科妍,-,65.46,30491,-3.54,52309,50453,6.62,437873,466881
1789,神隆,-,34.29,240069,-16.17,384607,322402,6.57,2892783,3082928
1795,美時,-,5.63,957236,-41.69,1734290,1011132,15.41,9174740,10589302
3164,景岳,-,7.94,24498,-15.03,31124,26445,-6.08,346243,325191
3705,永信,-,15.86,722106,-1.67,850936,836655,-1.23,8191531,8090010
4104,佳醫,-,-2.3,555782,-6.25,579223,542971,3.39,6461695,6680927
4106,雃博,-,11.5,180018,26.21,159040,200738,-1.47,2035652,2005694
4108,懷特,「癌因性疲憊症CRF」的處方新藥需求增強， 故當月業績較去年同期持續成長。,94.16,8157,204.51,5201,15838,-3.84,95485,91810
4119,旭富,-,-63.39,214425,-46.51,146778,78498,14.15,2355747,2689222
4133,亞諾法,-,-5.76,36348,11.87,30617,34254,10.21,414158,456449
4142,國光生,月營收減少主因為國內四價流感疫苗提前於10月出貨所致。,60.35,79472,-53.49,274030,127434,43.81,1299689,1869160
4155,訊映,-,5.19,120532,-5.81,134622,126795,19.7,1239995,1484387
4164,承業醫,-,47.65,153543,-24.78,301403,226715,-13.4,2950052,2554663
4737,華廣,-,147.18,117448,7.9,269043,290319,-23.21,2172923,1668586
4746,台耀,-,60.45,207650,15.96,287308,333189,11.55,2756787,3075457
6491,晶碩,-,-14.24,534425,24.34,368568,458286,18.57,3355133,3978413
1802,台玻,-,5.27,4513047,20.27,3950424,4751198,0.33,41787049,41926401
1806,冠軍,109年4-12月每月業績減少，係因大陸營運模式改變，銷售主體非合併個體所致。,-10.18,293646,-35.19,406930,263730,-23.98,4731466,3596625
1809,中釉,-,47.68,139469,11.79,184240,205968,-18.28,2276913,1860528
1810,和成,-,-6.44,476721,-17.59,541205,446003,-7.8,5530214,5098364
1817,凱撒衛,-,23.58,187860,-7.08,249873,232162,-1.21,2334926,2306521
1903,士紙,-,-1.37,14133,-10.73,15615,13938,-5.87,169421,159469
1904,正隆,-,23.3,3481592,-4.75,4507231,4292951,-0.82,40387576,40055908
1905,華紙,-,10.3,1645777,2.48,1771241,1815317,-10.01,20689397,18616694
1906,寶隆,-,25.52,56654,-35.37,110049,71116,-2.18,1273341,1245462
1907,永豐餘,-,8.2,6907954,11.87,6681502,7475081,-1.74,74761036,73452761
1909,榮成,-,2.66,4305485,-0.02,4421436,4420225,-13.01,47649387,41449926
2002,中鋼,-,2.33,29909497,5.16,29103956,30607760,-14.05,366240735,314783354
2006,東和鋼鐵,-,23.34,3983338,26.25,3891550,4913283,-4.68,45016599,42905666
2007,燁興,-,8.49,470579,13.08,451480,510572,-14.69,6552804,5589791
2008,高興昌,-,15.17,95820,44.45,76394,110358,-15.72,1142137,962510
2009,第一銅,-,15.85,202123,6.84,219168,234170,-11.17,2544943,2260596
2010,春源,-,-2.7,1919466,12.8,1655436,1867456,14.17,16867703,19257886
2012,春雨,-,9.38,773663,6.78,792491,846245,-13.69,9333349,8054708
2013,中鋼構,-,-12.17,1417470,-34.32,1895691,1244946,-20.73,16706204,13242170
2014,中鴻,-,3.84,3147316,27.88,2555751,3268303,-9.09,40470129,36790154
2015,豐興,-,10.55,2525123,12.96,2471252,2791614,-1.57,27735610,27298052
2017,官田鋼,-,17.78,310408,26.18,289754,365613,-11.67,3954730,3493006
2020,美亞,-,18.81,412000,27.13,385042,489511,13.16,4483397,5073769
2022,聚亨,-,8.41,560876,-34.64,930456,608070,-31.74,11619358,7930384
2023,燁輝,-,-4.38,5564557,4.73,5080454,5320805,-7.18,59684032,55395334
2024,志聯,-,1.03,125066,19.26,105952,126359,-4.17,1235991,1184430
2025,千興,-,-13.68,85064,4.56,70218,73423,-30.41,1155098,803775
2027,大成鋼,-,16.24,5145374,36.06,4396044,5981364,-23.93,77948213,59292515
2028,威致,-,18.76,802682,4.0,916599,953314,-10.2,9677236,8690155
2029,盛餘,-,30.14,804238,18.77,881249,1046703,-5.02,9877956,9381644
2030,彰源,-,12.07,923173,0.75,1026877,1034605,-11.87,11984206,10560947
2031,新光鋼,-,25.95,842678,19.39,888980,1061397,16.21,8477785,9852311
2032,新鋼,-,23.53,278325,18.36,290470,343823,14.85,2844436,3266944
2033,佳大,-,16.27,59593,3.17,67157,69290,-8.92,832001,757773
2034,允強,-,12.06,950552,-17.28,1287788,1065252,-22.02,16308739,12717152
2038,海光,-,15.56,698833,8.75,742591,807588,-4.43,7953592,7600525
2069,運錩,-,15.48,742212,21.06,707992,857145,-14.82,8727904,7433603
2211,長榮鋼,-,23.55,847654,-9.96,1163221,1047321,10.0,8554541,9410104
3004,豐達科,-,55.68,102561,-30.13,228549,159675,-39.49,2816190,1704031
5007,三星,-,47.36,415632,21.62,503575,612479,-22.54,6549045,5072643
9958,世紀鋼,本年增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加。,-5.58,650752,46.51,419350,614391,166.77,2402510,6409182
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-16.12,906391,-11.51,859221,760273,-12.76,11111580,9692897
2102,泰豐,-,-35.77,522850,-7.74,363997,335807,25.62,4541002,5704663
2103,台橡,-,6.61,2124898,3.6,2186689,2265565,-16.9,28910723,24024443
2104,國際中橡,本月營收較同期增加，係108年12月當期調減108年第2季到第4季未收到之權利金收入所致。,9.41,1624966,903.0,177258,1777900,-23.11,22270936,17123573
2105,正新,無。,2.09,9005039,-4.54,9630989,9193646,-11.97,109565931,96441717
2106,建大,-,-5.78,2737670,12.49,2292692,2579202,-6.24,32283651,30267148
2107,厚生,主要係因本期營建收入較去年同期增加所致.,266.68,154713,86.87,303578,567302,21.48,2701777,3282256
2108,南帝,主係銷售量增加及銷售單價調升,20.78,1882620,131.64,981621,2273889,16.25,12391848,14406298
2109,華豐,-,23.75,412457,6.64,478629,510421,-6.87,5256874,4895626
2114,鑫永銓,-,0.23,141032,0.69,140381,141358,-3.73,1658374,1596510
6582,申豐,"因今年產能擴充以及市場需求暢旺,營收較去年同期增加",13.68,644659,214.98,232680,732907,61.05,3271203,5268419
1319,東陽,-,-1.07,1610814,-17.25,1925818,1593441,-19.86,21613680,17320070
1339,昭輝,-,-5.57,201196,-25.31,254373,189986,-20.57,2659571,2112389
1512,瑞利,-,6.63,96299,-14.25,119768,102691,-38.79,1939316,1187035
1521,大億,-,-4.38,522022,43.62,347517,499128,-11.0,5390196,4797166
1522,堤維西,-,3.74,1232668,-6.27,1364551,1278889,-17.92,17538849,14395242
1524,耿鼎,-,29.66,148435,-17.46,233181,192467,-20.25,2393718,1908786
1525,江申,-,25.36,102809,34.11,96098,128884,-15.22,1242120,1052991
1533,車王電,本月因客戶訂單回流，汽車電子、電池管理系統等營收皆大幅成長，子公司華德動能交付電動巴士34輛，致合併營收得以倍數增長。,188.69,211559,169.87,226307,610751,2.21,2802773,2864833
1536,和大,-,-7.21,602414,30.48,428372,558952,-12.75,5965978,5204939
1568,倉佑,-,-2.07,179703,-15.3,207760,175969,-13.66,2035944,1757780
1587,吉茂,-,-8.64,156165,6.81,133556,142664,13.79,1516467,1725729
2201,裕隆,-,9.35,7618695,5.31,7910451,8331228,-3.1,85648254,82991534
2204,中華,-,-4.05,2645038,-8.12,2762456,2537876,-3.72,32070973,30874989
2206,三陽工業,主係本月機車銷售台數增加所致。,2.94,4071832,54.98,2704431,4191555,21.47,33588601,40803311
2207,和泰車,-,-10.65,20960133,1.44,18461308,18727327,8.71,210386016,228727480
2227,裕日車,-,-16.57,3125709,-8.32,2844545,2607621,-8.73,32498607,29660639
2228,劍麟,-,-2.56,376842,-7.34,396274,367160,-25.02,4601750,3450032
2231,為升,-,30.22,291499,20.73,314409,379608,-18.52,4094403,3336017
2233,宇隆,-,18.75,237632,32.87,212369,282195,7.83,2353988,2538399
2241,艾姆勒,-,2.8,80176,28.12,64333,82425,10.01,770150,847270
2247,汎德永業,-,34.97,3344245,14.67,3936446,4513947,17.23,33746375,39561996
2497,怡利電,-,16.09,177065,36.4,150701,205568,-25.82,2201953,1633351
3346,麗清,無,6.82,476657,19.94,424526,509202,5.61,4121672,4353053
4551,智伸科,"主係旭申國際於109年4月13日成為100%子公司,共同控制下企業合併,同步重編去年合併營收。",-11.06,727790,2.73,630018,647274,-5.91,7610315,7160275
6288,聯嘉,-,-16.95,399324,-9.25,365452,331616,-12.2,4301775,3776717
6605,帝寶,-,-3.29,1262966,-14.14,1422628,1221408,-9.06,15595746,14182183
2302,麗正,係訂單需求增加,-35.37,139434,109.67,42975,90108,52.55,499133,761429
2303,聯電,-,3.81,14725559,14.34,13370032,15287969,19.31,148201641,176820914
2329,華泰,-,11.29,1088312,-10.35,1351133,1211186,-20.91,17514313,13850513
2330,台積電,-,-6.0,124865438,13.6,103313138,117364912,25.16,1069985448,1339254811
2337,旺宏,-,9.86,3009565,24.18,2662631,3306490,13.73,34995411,39800947
2338,光罩,本公司合併美祿/群豐之營收,-6.93,460643,32.87,322622,428695,34.53,3468682,4666756
2342,茂矽,-,-9.2,149961,8.01,126053,136152,35.94,1357621,1845652
2344,華邦電,本公司之子公司新唐科技109/9/1完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財報,1.99,6675073,67.11,4074094,6808268,24.42,48771434,60683171
2351,順德,-,4.86,776665,5.66,770819,814455,-4.46,8839509,8444690
2363,矽統,-,32.79,13668,-1.76,18476,18150,-28.2,222952,160071
2369,菱生,-,6.52,500825,26.57,421513,533527,15.64,4719390,5457586
2379,瑞昱,無,-12.35,7803305,24.04,5513684,6839511,28.01,60744006,77759469
2388,威盛,-,2.31,619804,28.23,494549,634172,17.65,5527075,6502741
2401,凌陽,-,-3.23,626808,27.32,476383,606538,16.82,5512330,6439865
2408,南亞科,-,3.65,4898221,17.24,4330531,5077165,17.93,51727458,61005514
2434,統懋,-,52.05,9379,18.66,12018,14261,-20.13,166001,132581
2436,偉詮電,-,2.77,259775,34.62,198331,266996,12.82,2322116,2619977
2441,超豐,-,5.91,1329653,27.6,1103699,1408365,22.2,12030481,14701682
2449,京元電子,-,1.56,2332937,-1.24,2399211,2369350,13.39,25539437,28959304
2451,創見,-,6.15,974783,7.04,966619,1034741,-15.18,13496186,11446696
2454,聯發科,(1)差異原因說明：物聯網、行動運算及智慧家庭平台皆成長。(2)海外子公司之營收係以當月平均匯率換算之。,-3.3,33537766,46.8,22089329,32428624,30.83,246221731,322145988
2458,義隆,居家辦公及授課市場需求增加,10.02,1530932,98.77,847380,1684377,59.14,9487977,15099690
2481,強茂,"本月營收淨額含二極體$1,062,999仟元及其他$22,793仟元，減銷退/折$6,648仟元。",6.91,1009338,27.27,847871,1079144,14.66,9146174,10487595
3006,晶豪科,-,-6.77,1483914,34.14,1031257,1383372,27.4,11983479,15267139
3014,聯陽,因受疫情影響，公司產品需求增加。,5.25,435635,54.31,297134,458517,31.45,3664910,4817829
3016,嘉晶,-,-6.61,363098,5.95,320030,339095,4.78,3854729,4039180
3034,聯詠,-,-3.59,7578960,35.14,5406212,7306153,24.2,64372306,79955521
3035,智原,-,-2.23,484245,1.26,467526,473446,3.61,5306351,5498295
3041,揚智,-,2.78,202253,2.87,202083,207892,2.98,2011515,2071615
3054,立萬利,受市場需求增加致本年營收較去年大幅增加。,75.89,5616,-9.41,10905,9878,113.34,129781,276879
3094,聯傑,-,14.73,19453,-15.73,26488,22320,-3.7,242531,233542
3189,景碩,-,-1.57,2563195,15.5,2184108,2522826,21.36,22327410,27098474
