公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收
1233,天仁,-,-4.82,148313,14.85,122898,141150,1.87,612349,623821
1234,黑松,-,-6.36,733787,10.75,620378,687081,12.93,2569661,2901980
1235,興泰,-,10.2,1009,-41.71,1908,1112,-19.19,6105,4933
1236,宏亞,-,-13.12,115293,-2.14,102352,100156,18.71,539741,640768
1702,南僑,-,-1.85,1712334,20.36,1396304,1680650,26.59,5012400,6345604
1737,臺鹽,-,6.64,290340,17.12,264371,309644,11.21,988828,1099729
1301,台塑,去年4月受疫情影響，需求急凍，產品價格崩跌，今年疫情趨緩，需求及產品價格回升，因此今年4月合併營收較去年同期增加65.18%。,-2.6,25018934,65.17,14752079,24367037,49.66,56771258,84968974
1303,南亞,2021年4月合併營收與去年比較大幅成長，主要係去年4月新冠肺炎疫情擴散，而今年4月公司營運處於高峰，故相較之下差異甚大。,1.54,34372304,71.0,20411078,34904534,44.95,85968587,124615224
1304,台聚,因市場環境影響銷售量價皆優於去年同期，故營收增加。,-2.92,6209704,71.96,3505359,6028023,49.53,14861729,22224199
1305,華夏,109年4月因新冠肺炎爆發第一波全球疫情，致需求驟降，今年因部分PVC大廠受疫情、歲修或事故而減產，後疫情需求恢復。,-18.08,1823567,108.08,717906,1493823,50.2,4309121,6472507
1307,三芳,-,-25.17,932378,23.96,562804,697674,2.07,3220074,3286764
1308,亞聚,產品平均售價較去年同期提高所致,17.85,679625,84.9,433191,800995,51.87,1747245,2653687
1309,台達化,持續強化銷售量，銷售量較去年同期增加，且售價優於去年，故營業收入較去年同期增加。,1.69,1845569,62.91,1151977,1876788,56.0,4110330,6412469
1310,台苯,去年因疫情衝擊價格及銷售量銳減，造成基期較低，今年4月的SM價格逐漸走穩較去年同期上升約95.8%強，造成同期營業額增加90.64%。,66.39,677091,90.63,590995,1126664,42.59,2289247,3264371
1312,國喬,係因主要產品之數量及價格均較去年成長,6.21,1835254,77.05,1100991,1949387,52.55,4709347,7184518
1313,聯成,去年同期因新冠肺炎疫情影響，石油價格下跌、大陸地區下游客戶開工率尚未全數恢復正常，營收下滑。,5.25,7215445,88.3,4033358,7594888,91.29,12892135,24661821
1314,中石化,去年同期及累計營收因受疫情影響而較正常低；近期原物料價格上漲及需求回穩，銷量及售價皆上漲，故今年單月及累計營收較去年增加,-3.43,2915031,105.93,1366840,2814860,53.74,6667915,10251385
1315,達新,-,-9.44,183809,20.26,138397,166442,7.48,656606,705762
1321,大洋,銷售單價上漲及訂單增加,-14.09,633433,75.08,310791,544134,47.74,1407158,2078960
1323,永裕,-,-1.14,306780,-2.64,311485,303256,5.17,1077746,1133483
1324,地球,-,-24.99,111375,0.15,83401,83533,-8.42,366288,335421
1325,恆大,新冠肺炎疫情較去年同期趨緩，各類防疫物資供過於求。,-2.18,139477,-56.87,316354,136427,-18.45,744453,607088
1326,台化,比較去年同時疫情影響較緩和，下游需求消費動能提升，致行情上漲，客戶採購動能穩定，開動率提高產銷量增加。,2.69,32179323,82.23,18134268,33047596,41.92,82578321,117201847
4306,炎洲,-,-5.33,1624079,33.67,1150138,1537466,26.65,4331621,5486406
1402,遠東新,-,-6.39,19757228,16.2,15915565,18494363,9.66,68151179,74738575
1409,新纖,去年因為疫情影響導致營收下降，今年市況回升營收也回升,-10.43,4214077,56.57,2410620,3774406,38.0,10021347,13829687
1410,南染,-,-2.11,43164,19.97,35217,42253,13.66,132480,150583
1413,宏洲,因去年疫情關係基期低,2.72,242906,182.84,88220,249530,59.14,546445,869638
1414,東和,-,-3.49,71482,35.56,50885,68982,4.18,260987,271921
1417,嘉裕,因去年同期新冠肺炎疫情影響大額需求減少,15.55,97834,130.68,49007,113051,30.36,331231,431798
1418,東華,因客戶受新冠狀肺炎疫情之影響調降開工率，造成亞克力纖維市場需求停滯及配合客戶生產線出貨。,70.89,3669,712.17,772,6270,-45.01,34826,19150
1419,新紡,去年同期受疫情影響營收基期較低所致,14.63,213510,50.88,162217,244757,9.08,728496,794645
1423,利華,-,-20.37,22269,11.96,15837,17732,-2.06,73165,71652
1434,福懋,-,-5.9,3284511,28.43,2406454,3090691,2.48,10977835,11250608
1439,中和,因去年受到疫情影響基期較低，致使本月營收較去年同期增加，但累計營收較去年同期減少。,-46.22,11128,89.36,3160,5984,-46.09,52888,28509
1440,南紡,109年度同期月份 正值疫情最嚴峻 政府力推各項振興紓困措施之際 營收較正常情況驟減 基期較低 110年度則已逐漸復甦所致,-13.06,2176174,82.53,1036389,1891812,18.94,6074273,7224917
1441,大東,-,-20.83,142941,16.6,97050,113161,-15.79,576195,485185
1444,力麗,-,-5.57,817402,25.78,613571,771799,-2.72,3057270,2974104
1445,大宇,訂單增加營業額成長,-4.82,100235,78.84,53343,95403,-1.86,370879,363971
1446,宏和,因永和合建案已銷售完畢,-56.99,23483,-80.36,51438,10098,-47.57,177959,93290
1447,力鵬,因新增子公司貿易營收,-16.89,2298590,192.64,652727,1910183,119.8,3543314,7788530
1449,佳和,訂單增加,1.15,248198,192.64,85794,251070,66.06,506136,840523
1451,年興,去年為控制新冠肺炎疫情，賴索托及墨西哥產區分別於109/3/29~109/5/5及109/4/5~109/6/15期間配當地政府政策暫時停工。,-20.88,723142,306.91,140598,572110,14.67,2014258,2309848
1452,宏益,去年同期受新冠肺炎疫情影響，營收大幅減少。,-19.26,201142,467.17,28631,162389,68.1,401976,675750
1454,台富,-,0.02,127728,29.66,98533,127762,0.8,490836,494767
1455,集盛,因去年度受疫情影響，營收過度萎縮，致基期較低，本年景氣已回穩。,7.33,825740,130.4,384667,886296,28.49,2529003,3249575
1457,宜進,"109年因台南廠停止生產及疫情影響,致營業額大幅降低,今年已恢復正常。",2.57,362143,132.01,160102,371454,24.47,1050891,1308079
1459,聯發,去年同期受新型冠狀病毒疫情影響，致去年同期營業收入大幅減少。,-13.75,256290,150.35,88286,221026,38.05,647848,894404
1460,宏遠,109年因疫情影響造成營收減少,0.98,733251,118.32,339161,740461,30.42,2210098,2882613
1463,強盛,去年同期因受疫情影響營業額較本年度同期減少.,11.42,40940,58.91,28705,45616,-34.46,232782,152564
1464,得力,去年度受疫情影響故營收大幅衰退。,-6.57,918042,65.03,519665,857655,7.43,3059094,3286534
1465,偉全,-,-43.38,28521,-38.56,26282,16147,-42.0,154378,89527
1466,聚隆,"去年同期受新冠肺炎疫情影響,全球需求減少,造成營收銳減",-16.77,315388,183.62,92549,262488,18.94,878524,1044990
1467,南緯,109年受新冠病毒影響，非洲產區封城，致成衣訂單及營收大幅縮減，110年疫情趨緩，營收回復一般水準，故較去年同期增加50.42%,-10.13,542767,146.52,197851,487758,50.41,1405132,2113593
1468,昶和,-,39.66,84514,6.56,110768,118037,1.17,354327,358508
1470,大統新創,"2020年Q2受COVID-19疫情影響,出貨量銳減,造成兩年度明顯差異",-5.66,81307,93.74,39589,76700,13.26,245823,278429
1472,三洋紡,主係子公司上鋌營造本期依完工比例認列收入增加,178.61,18633,214.5,16507,51915,40.58,81800,114999
1473,台南,-,-36.93,610081,25.45,306666,384725,-8.71,2287620,2088147
1474,弘裕,-,-19.28,328823,40.22,189267,265400,21.44,868618,1054930
1475,業旺,主要開始銷售染劑產品,-41.39,18677,546.1,1694,10945,536.54,8691,55322
1476,儒鴻,主係全球經濟逐漸復甦，致業績成長。,1.48,3111846,111.81,1490917,3158046,51.66,7501844,11377522
1477,聚陽,主係全球經濟復甦，客戶需求增加。在與客戶緊密合作下，致業績成長,-10.75,2628521,107.04,1133062,2345903,26.13,7263946,9162702
4414,如興,-,-6.33,1382808,40.15,924101,1295215,15.29,4832598,5571965
4426,利勤,110/3月營收因折讓單金額誤值，故於本月累計營業收入淨額調整,-39.02,84314,-19.68,64017,51413,-40.66,463152,274790
4438,廣越,-,19.5,523018,31.1,476734,625008,-5.44,2320629,2194239
1503,士電,-,-3.57,2519443,28.87,1884976,2429347,14.93,8304287,9544493
1504,東元,-,-5.73,4436522,22.65,3409349,4181903,15.58,13922640,16093133
1506,正道,-,-33.41,101710,48.66,45553,67722,10.43,292743,323288
1507,永大,此為本公司自結數,-0.89,1507597,25.31,1192266,1494053,30.54,4043556,5278689
1513,中興電,-,-23.87,2204727,38.58,1211115,1678387,49.52,4254279,6361100
1514,亞力,-,-7.95,419387,-10.5,431356,386044,-1.59,1642740,1616499
1515,力山,客戶銷售狀況好增加採購量,12.98,1302442,197.58,494494,1471519,188.04,1913033,5510334
1517,利奇,"主係自行車零組件受惠全球自行車零售巿場持續熱銷,造就本公司集團出貨量及金額大增。",-4.94,405341,71.06,225237,385312,86.33,748490,1394671
1519,華城,-,-3.66,709451,43.83,475168,683460,5.92,2151880,2279452
1526,日馳,因市場需求增加，致本月營收優於去年同期。,4.33,149344,85.61,83948,155818,55.76,319864,498237
1527,鑽全,-,-22.52,433439,32.51,253386,335787,28.79,1124723,1448569
1528,恩德,-,-16.72,344820,5.29,272687,287133,-5.81,1111513,1046893
1529,樂士,"本期因太陽能工程案量少,致營收較去年同期減少",29.92,15852,-64.4,57856,20595,-79.09,243796,50976
1530,亞崴,-,-24.59,412591,7.33,289848,311109,26.57,880964,1115096
1531,高林股,去年逢大陸爆發疫情延遲開工，工作天數減少，比較基期低所致。,-1.71,265125,78.63,145877,260585,83.55,482013,884782
1532,勤美,兩期變動達50%以上，主係去年營收受新冠疫情影響基期較低，本年度營收回復過往水準，及本月認列完工交屋營建收入較去年增加所致,-22.14,1655763,54.84,832480,1289068,59.48,3100387,4944538
1535,中宇,-,-11.34,722161,3.22,620260,640253,6.66,2638440,2814209
1537,廣隆,-,-5.3,646022,21.29,504349,611767,4.45,2209382,2307725
1538,正峰,-,-35.89,28964,-33.58,27959,18568,-4.26,83396,79843
1539,巨庭,國外市場需求增加,12.16,217037,54.33,157734,243445,40.13,612869,858823
1540,喬福,外銷成長,4.21,40439,638.97,5703,42144,52.4,105473,160748
1541,錩泰,-,0.04,474909,16.24,408741,475146,15.28,1521854,1754530
1558,伸興,"本月增加百分比達50%以上,係因歐美縫紉機需求增加",-14.27,933640,58.49,504995,800381,99.83,1674186,3345601
1560,中砂,-,-7.9,521795,6.7,450328,480526,15.91,1678190,1945263
1583,程泰,-,-14.27,693407,39.71,425438,594390,42.82,1471054,2101056
1597,直得,-,4.98,154057,24.05,130375,161737,37.9,420865,580391
2049,上銀,主係美中貿易戰及新冠肺炎影響趨緩，市場需求逐漸恢復正常所致。,3.5,2160488,28.01,1746884,2236269,53.47,5360951,8227716
2371,大同,-,-3.09,2288969,-9.02,2438131,2218017,-23.74,11522043,8786106
3167,大量,市場設備需求逐漸復甦所致,17.39,364680,139.84,178505,428134,176.36,501560,1386137
4526,東台,-,1.19,792628,26.61,633469,802071,10.68,2391783,2647428
4532,瑞智,-,-0.44,2232338,32.62,1675672,2222346,36.13,5913414,8050352
4540,全球傳動,-,-8.67,293560,10.84,241847,268079,16.21,785506,912896
4555,氣立,-,7.85,171354,16.51,158630,184820,40.15,450491,631385
4562,穎漢,-,14.78,58119,24.68,53504,66711,18.16,207609,245319
4564,元翎,-,-22.81,207631,18.72,134988,160262,14.29,649321,742168
4566,時碩工業,-,-9.49,405499,43.5,255740,367012,24.88,1200822,1499703
4572,駐龍,-,4.43,31864,2.23,32548,33276,-29.53,151334,106641
4576,大銀微系統,-,-7.05,285713,13.88,233170,265557,21.49,790609,960537
8222,寶一,因疫情影響,10.79,28223,-0.67,31482,31271,-47.58,211055,110622
8374,羅昇,-,-7.1,330271,13.67,269892,306808,31.26,902687,1184893
8996,高力,-,7.76,187579,23.57,163585,202151,-0.82,711745,705884
1603,華電,-,-54.6,327643,-4.99,156566,148748,9.16,812712,887172
1604,聲寶,-,2.03,670122,18.32,577889,683761,17.02,2386110,2792331
1605,華新,-,7.2,11422132,-5.18,12913956,12244761,10.75,37109155,41099138
1608,華榮,營收增加主係因出貨量增加及國際銅價上漲,-11.74,915976,61.47,500631,808397,38.28,2211431,3058181
1609,大亞,係因銅價上漲所致,-12.65,2410381,42.56,1476671,2105240,50.65,5433682,8186089
1611,中電,-,-2.12,150794,-12.48,168646,147596,-16.91,732288,608443
1612,宏泰,本月因銅價及原物料上漲，及配合客戶交期落點，高壓電纜出貨量增加，致營收較去年同期成長。,-19.1,613523,51.75,327067,496329,31.05,1492083,1955477
1614,三洋電,-,18.12,383729,11.0,408347,453266,12.45,1578304,1774939
1615,大山,110年4月配合訂單交貨，產品電力電纜營收成長，及本月增加子公司營建收入，致較去年同期成長186.05%,149.82,354433,186.05,309542,885445,93.03,866319,1672342
1616,億泰,-,-22.58,264305,-27.68,282964,204612,-7.79,902145,831816
1617,榮星,因銅價持續上漲，客戶需求也增加所致。,1.66,438642,73.94,256363,445931,65.84,892059,1479420
1618,合機,"110年1-4月業主通知交貨較多,致超高壓線、高壓線、銅板及光放管等出貨量較去年同期增加。",-13.29,203031,-11.34,198568,176037,55.7,634847,988507
4930,燦星網,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收109年4月累積扣除110,186仟元。",8.5,899077,50.39,648650,975530,67.23,2098725,3509901
5283,禾聯碩,-,4.19,520115,25.49,431864,541955,12.76,1627886,1835656
1708,東鹼,-,35.6,306096,22.29,339415,415078,-9.69,1396936,1261508
1709,和益,-,-14.75,884697,14.15,660616,754119,2.51,3018345,3094373
1710,東聯,2021年4月/1~4月合併公司主要產品乙二醇之單價增加31%/39%，銷量增加16%/11%所致。,-3.91,2707364,75.91,1478763,2601336,58.46,5790532,9176099
1711,永光,-,-6.66,850637,42.8,555992,793963,8.78,2826469,3074766
1712,興農,-,-16.45,1806822,-2.61,1550126,1509545,1.63,6236804,6338595
1713,國化,-,-10.46,52974,26.61,37460,47429,8.0,168060,181521
1714,和桐,-,-5.7,1837409,-18.65,2129826,1732500,-13.48,7607359,6581525
1717,長興,-,5.91,4454630,48.61,3174938,4718326,47.35,10804453,15920745
1718,中纖,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,-8.23,2921189,27.16,2108027,2680593,7.19,9689904,10387232
1721,三晃,-,-23.69,278527,-10.56,237645,212536,-12.05,1067906,939194
1722,台肥,-,-10.94,963772,-6.16,914754,858319,-3.5,3941912,3803834
1723,中碳,主係因油價較去年同期大漲，帶動主要產品售價上漲，導致本月營收較去年同期增加。,-8.13,706902,95.44,332281,649410,20.02,1931458,2318266
1724,台硝,-,24.12,166484,43.85,143647,206642,8.97,595805,649272
1725,元禎,本年度因油價回升及石油產業復甦，下游需求增加，故本月營收亦較去年同期成長。,-1.72,992652,59.59,611240,975515,49.08,2249802,3354140
1726,永記,-,-12.66,770746,7.22,627774,673100,8.81,2539275,2763113
1727,中華化,-,-3.59,163192,4.12,151082,157320,-7.58,640313,591727
1730,花仙子,-,-12.07,210838,-25.33,248280,185384,18.6,917201,1087807
1732,毛寶,-,8.66,51520,-10.41,62491,55982,-3.09,220898,214054
1735,日勝化,去年同期合併營收受新型冠狀病毒疫情影響較深，本期所受影響已減少。另原物料上漲，售價亦有調漲所致。,-6.16,305493,82.18,157351,286670,40.61,688575,968223
1773,勝一,-,0.47,851219,29.53,660281,855267,19.34,2638651,3149069
1776,展宇,-,-16.33,162575,33.93,101553,136020,6.4,479238,509932
3708,上緯投控,客戶訂單增加，帶動我司營收成長,28.85,903186,54.4,753753,1163838,103.57,1861411,3789293
4720,德淵,-,-6.93,325833,23.88,244793,303251,32.18,858663,1135016
4722,國精化,-,-11.3,453905,27.72,315217,402600,21.3,1266357,1536154
4739,康普,本月營收較去年同期增加60.16%主係動力電池材料銷售增加,1.1,635013,60.15,400871,642018,32.76,1758887,2335148
4755,三福化,-,-12.55,345212,2.33,294982,301878,6.38,1195443,1271723
4764,雙鍵,-,-11.11,255088,-9.15,249583,226738,16.96,813302,951313
4766,南寶,-,-8.41,1699101,32.1,1177977,1556128,19.18,4907380,5848946
1598,岱宇,各品牌產品與電商通路銷售持續暢旺,-21.25,1275903,29.93,773185,1004666,103.34,2376792,4833190
1701,中化,-,4.03,622390,-7.64,701073,647486,-5.36,2806750,2656299
1707,葡萄王,-,-7.05,820392,13.32,672841,762506,1.97,2681763,2734706
1720,生達,-,-1.22,394959,5.34,370344,390132,6.15,1404753,1491237
1731,美吾華,營收較去年同期顯著成長，美吾髮森歐黎漾Saholea需求強勁，電商和實體通路整合續創佳績，當月營收大幅成長55.94%。,24.97,93247,55.94,74732,116540,25.12,339791,425173
1733,五鼎,-,-9.92,175045,20.46,130885,157667,14.19,642815,734055
1734,杏輝,-,-3.26,209831,2.96,197144,202986,-0.14,822316,821143
1736,喬山,-,-12.59,2585437,36.31,1657797,2259849,32.49,7192315,9529362
1760,寶齡富錦,-,-10.24,110681,2.3,97109,99343,8.15,437715,473392
1762,中化生,單月營收較去年同期減少，主係MMF及CAS產品銷售較去年同期減少所致。,-41.67,136367,-56.8,184136,79533,1.94,491576,501143
1783,和康生,-,-38.49,48641,1.68,29423,29919,6.16,132749,140928
1786,科妍,-,-47.25,57676,6.49,28569,30424,2.36,138383,141655
1789,神隆,-,-2.94,241169,-33.52,352122,234064,-2.17,894645,875200
1795,美時,外銷戒癮含片之美國終端市場份額較去年同期大幅增加,5.18,1100414,46.44,790366,1157472,58.66,2824799,4481836
3164,景岳,-,-29.27,40825,10.91,26031,28873,24.48,106551,132639
3705,永信,-,-2.57,620219,-13.87,701613,604258,-11.29,2686471,2383090
4104,佳醫,-,-1.59,541865,-1.89,543510,533199,-5.12,2277089,2160401
4106,雃博,-,-26.44,238995,20.45,145948,175798,34.39,563011,756662
4108,懷特,「癌因性疲憊症CRF」的處方新藥需求強勁，故當月業績較去年同期成長257.26%。,104.38,9348,257.25,5348,19106,135.43,18808,44280
4119,旭富,因火災影響產線，目前廠內產能為0，租賃廠房產能貢獻仍有限,-40.79,78628,-83.04,274608,46551,-65.04,1058936,370177
4133,亞諾法,-,-9.56,35608,-7.56,34838,32203,8.74,134748,146531
4142,國光生,累計營收減少主因為國內四價流感疫苗提前於109年第四季出貨所致。,-60.1,4955,-60.57,5014,1977,-97.6,372027,8908
4155,訊映,-,-3.67,88240,-22.85,110169,84995,-20.8,481028,380940
4164,承業醫,-,-11.68,179481,-39.85,263534,158515,-2.32,818586,799574
4737,華廣,-,-1.2,131937,10.9,117527,130341,26.16,470933,594139
4746,台耀,-,16.29,253566,18.48,248879,294885,13.12,911522,1031164
6491,晶碩,因代工訂單增加，故業績提升,12.66,424559,90.53,251051,478344,67.0,972497,1624141
1802,台玻,本年當月比去年同期增加50%以上係因去年COVID-19疫情影響所致,1.23,4894198,67.7,2954287,4954460,66.33,9994503,16624749
1806,冠軍,-,17.47,232084,-31.94,400598,272636,-20.5,1085713,863071
1809,中釉,-,-6.1,190185,30.0,137363,178576,13.39,614923,697285
1810,和成,-,1.64,447710,19.44,380992,455094,3.11,1591405,1640929
1817,凱撒衛,-,-10.99,231207,6.68,192901,205788,13.56,674509,765981
1903,士紙,累計營業收入較去年同期增加，主要係出售營建房地收入。,-84.88,90359,-10.99,15346,13658,165.95,54301,144415
1904,正隆,-,-4.19,3883294,17.05,3178515,3720469,14.42,12253374,14021334
1905,華紙,-,-6.45,2071320,18.11,1640562,1937683,19.55,6202034,7414961
1906,寶隆,代理銷售工業用紙之噸數減少,1.57,13780,-86.86,106563,13997,-80.46,485946,94952
1907,永豐餘,-,-4.48,7669058,16.51,6286886,7325248,27.4,22479010,28639513
1909,榮成,因去年受大陸新冠肺炎疫情影響，本公司大陸子公司配合當地政府防疫要求停工，故今年營收較去年同期大幅成長。,17.14,3255271,31.27,2904885,3813448,51.81,9858334,14966401
2002,中鋼,-,0.03,36894940,45.1,25434105,36906048,30.35,103352982,134727646
2006,東和鋼鐵,-,2.04,4969779,46.65,3457915,5071187,37.19,13075561,17939262
2007,燁興,-,-3.0,569411,28.71,429089,552310,15.54,1925582,2224904
2008,高興昌,主要係本月銷售價量齊揚,15.75,110361,111.05,60529,127751,47.76,271661,401417
2009,第一銅,-,-20.18,303843,29.14,187792,242517,25.17,744305,931667
2010,春源,-,6.71,2065788,43.54,1535784,2204533,34.45,5710006,7677576
2012,春雨,-,4.11,911934,45.99,650363,949483,26.25,2587055,3266405
2013,中鋼構,-,-18.63,1332159,-2.23,1108576,1083852,8.49,4260460,4622289
2014,中鴻,本月銷售量及售價皆較去年同月增加，致營業收入增加。,1.62,3947393,58.08,2537663,4011635,17.45,12636556,14842157
2015,豐興,-,-10.96,3335779,30.43,2276903,2969908,23.58,8792090,10865582
2017,官田鋼,鋼市行情上漲，價格提高,6.99,379823,90.82,212973,406409,46.5,978962,1434183
2020,美亞,-,-0.73,509220,46.22,345668,505460,16.85,1599698,1869277
2022,聚亨,-,-21.24,1150216,37.81,657258,905818,38.15,2807779,3879053
2023,燁輝,銷售量及售價皆明顯較去年同期提升所致,4.56,6732701,68.73,4172393,7040344,52.84,16825559,25717710
2024,志聯,"去年因役情關係營收下降,本年因國際鋼價回升且市場需求增加所致",-4.21,136102,68.24,77482,130363,37.38,359586,494012
2025,千興,本月及本年累計營收較去年同期增加，主要係客戶需求增加所致。,-46.9,157861,105.07,40871,83818,73.8,305997,531839
2027,大成鋼,因美國市場需求暢旺所致,4.88,8108971,127.44,3739328,8504918,47.95,19956246,29526604
2028,威致,景氣回升好轉，故營收增加,-11.3,1130308,66.43,602369,1002548,51.1,2495783,3771320
2029,盛餘,"銷售量比去年同期多14,612噸且銷售平均價格比去年同期上漲",18.81,1048072,110.89,590475,1245262,48.72,2994187,4452979
2030,彰源,-,-6.63,1211788,21.07,934463,1131432,25.47,3276006,4110453
2031,新光鋼,本月及本年累積營收較去年同期增加50%以上，主要係鋼鐵需求量增加及價格上漲所致。,8.79,1091697,62.08,732784,1187740,53.56,2879595,4422162
2032,新鋼,-,-0.37,277664,22.56,225701,276624,16.99,970763,1135752
2033,佳大,-,-13.4,79255,7.91,63596,68627,4.06,253881,264189
2034,允強,-,-10.38,1415329,37.49,922422,1268314,-0.5,4683663,4660036
2038,海光,-,-13.4,930624,3.93,775398,805877,16.8,2651371,3096820
2069,運錩,主要係鋼鐵需求量增加及價格上漲所致。,1.63,959883,72.27,566325,975613,62.42,2159520,3507706
2211,長榮鋼,-,-34.31,1200293,15.31,683738,788423,23.09,3116865,3836620
3004,豐達科,-,-29.29,126895,-38.53,145974,89725,-47.28,799639,421517
5007,三星,去年因新冠狀病毒疫情影響致營收減少，今年恢復正常,-4.14,637305,153.88,240603,610860,29.28,1734562,2242462
9958,世紀鋼,本月增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加。,1.52,600383,68.88,360933,609554,47.26,1543954,2273671
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-10.28,701152,46.72,428736,629066,7.88,2623376,2830141
2102,泰豐,"因美國反傾銷案,導致本公司4月營收及累計營收下滑",-5.88,118956,-56.28,256107,111960,-58.56,1595159,660891
2103,台橡,"109年受疫情影響營業額遽減,110年恢復正常",-1.56,3059530,54.49,1949274,3011563,32.98,8443120,11228374
2104,國際中橡,109年受到疫情影響停工，銷量減少，110年疫情趨緩，銷量增加，致營收增加。,8.2,1874825,181.42,720821,2028567,42.59,5186514,7395507
2105,正新,無。,-20.45,10998313,32.12,6621719,8748853,38.28,26206978,36240540
2106,建大,-,-5.46,3287370,41.53,2195812,3107767,33.54,8738783,11670213
2107,厚生,-,-26.1,314978,48.11,157148,232755,3.11,1131957,1167168
2108,南帝,主係銷售量值增加,7.7,2440735,176.83,949619,2628840,166.37,3597602,9582968
2109,華豐,因疫情因素，致使109年4月營收驟降。,-11.28,502681,59.84,278982,445936,22.02,1444680,1762887
2114,鑫永銓,-,1.48,163946,38.45,120165,166373,14.2,509386,581759
6582,申豐,主係銷售單價調升,-10.29,927858,137.09,351045,832321,146.6,1269654,3130984
1319,東陽,-,-13.34,1689085,43.94,1016803,1463614,2.91,5812767,5981950
1339,昭輝,-,0.01,170497,13.24,150568,170515,5.37,648276,683101
1512,瑞利,-,35.23,75909,48.86,68960,102657,-14.45,397569,340114
1521,大億,本月營收較前期增加85.78%之原因：主要為前期受到疫情影響，國外客戶訂單減少。,-20.85,495429,85.78,211054,392103,21.3,1374986,1667978
1522,堤維西,去年同期因全球新冠肺炎疫情影響，以致比較基期較低。,-5.46,1438368,68.94,804857,1359787,14.68,4633331,5313561
1524,耿鼎,-,-29.52,172805,22.94,99051,121778,-9.13,640693,582186
1525,江申,-,-4.39,121493,19.48,97211,116157,42.24,304882,433681
1533,車王電,-,9.02,210776,47.26,156048,229800,7.6,745254,801910
1536,和大,因新型冠狀病毒影響趨緩，客戶需求及訂單明顯回升。,2.96,542003,231.18,168505,558067,35.18,1576398,2131021
1568,倉佑,"2021年度疫情趨緩,故歐美市場之需求較2020年度增加。",-5.56,164783,53.68,101256,155613,24.5,502478,625621
1587,吉茂,公司接單狀況良好,10.73,200002,108.48,106226,221466,64.09,460743,756075
2201,裕隆,-,-18.94,7288188,-11.1,6645932,5907703,12.39,23803598,26754851
2204,中華,-,-3.83,2725690,21.32,2160397,2621175,14.69,9822616,11265861
2206,三陽工業,-,0.98,3676163,35.22,2745381,3712547,24.51,10946577,13629690
2207,和泰車,-,-6.21,22342701,12.66,18597939,20954091,15.2,75115180,86537706
2227,裕日車,-,1.01,2564616,2.38,2530300,2590565,6.07,9890934,10491449
2228,劍麟,"主係去年同期疫情影響營收,本期逐步恢復",-20.15,379937,56.44,193910,303370,13.11,1139990,1289487
2231,為升,因去年受疫情影響，故造成該差異。,-9.29,444133,96.97,204524,402870,46.78,1066639,1565613
